;;;;;;;;;;;;;;;;;
;TIPO;ANO;LEI / NORMA;OBJETIVO;TEMA;"Aplic†vel Ö 
IP CREDENCIADOR";"Aplic†vel Ö 
IP EME";"Aplic†vel Ö 
IF SCD";"Aplic†vel Ö 
TAG";Aplic†vel Ö pelo menos uma das 4;OBSERVAÄ«O;BASE LEGAL;VIGOR;;;;
;Resoluá∆o CMN;set/06;Resoluá∆o 3.401/06;Disp‰e sobre a quitaá∆o antecipada de operaá‰es de crÇdito e de arrendamento mercantil, a cobranáa de tarifas nessas operaá‰es, bem como sobre a obrigatoriedade de fornecimento de informaá‰es cadastrais.;Contabilidade;N∆o;N∆o;Sim;N∆o ;Sim; Quitaá∆o antecipada de operaá‰es de crÇdito e de arrendamento mercantil.;;;;;;
;Resoluá∆o CMN;set/06;Resoluá∆o 3.402/06;Disp‰e sobre a prestaá∆o de serviáos de pagamento de sal†rios, aposentadorias e similares sem cobranáa de tarifas.;Conta de Pagamento ;N∆o;Sim;N∆o*;N∆o ;Sim;"Para SCD: Aplic†vel apenas para SCDs que operem com moeda eltrìnica.

(No art. 2¯, inciso II, al°nea ?b?, da Resoluá∆o 3402, com a redaá∆o dada pela Resoluá∆o 4639, h† mená∆o a conta de pagamento prÇ-paga) ? portabilidade para conta de dep¢sitos ou conta de pagamento prÇ-paga. Foi alterada pela Resoluá∆o 4.684/18.

PNA: Permite a portabilidade do sal†rio para contas de pagamento.    ";;;;;;
;Circular BCB;dez/06;Circular 3.335/06;Institui a Transferància Especial de CrÇdito, disp‰e sobre sua liquidaá∆o interbanc†ria e sobre a liquidaá∆o interbanc†ria da Transferància Eletrìnica Dispon°vel e do Documento de CrÇdito, bem como sobre o momento do crÇdito dos recursos na conta do benefici†rio.;Conta de Pagamento ;N∆o;Sim;N∆o*;N∆o ;Sim;"Para SCD: Aplic†vel apenas para SCDs que operem com moeda eltrìnica.

PNA: Aplic†vel apenas para SCDs que abrirem conta de liquidaá∆o e participarem do STR.";;;;;;
;Circular BCB;abr/07;Circular 3.347/07;Disp‰e sobre a constituiá∆o, no Banco Central do Brasil, do Cadastro de Clientes do Sistema Financeiro Nacional (CCS). ;Conta de Pagamento ;N∆o;Sim;N∆o*;N∆o ;Sim;"Para SCD: Aplic†vel apenas para SCDs que operem com moeda eltrìnica. (PNA)

Aplica-se Ös IPs por foráa de outra norma (citada na Circular 3680, art. 7¯). Foi alterada pela Circular 3.705/14.";;;;;;
;Resoluá∆o CMN;dez/07;Resoluá∆o 3.516/07;Veda a cobranáa de tarifa em decorrància de liquidaá∆o antecipada de contratos de concess∆o de crÇdito e de arrendamento mercantil financeiro e estabelece critÇrios para c†lculo do valor presente para amortizaá∆o ou liquidaá∆o desses contratos.;Contabilidade;N∆o;N∆o;Sim;;Sim;"Tarifa- liquidaá∆o antecipada de contratos de concess∆o de crÇdito e de arrendamento mercantil.
N/A.";;;;;;
;Resoluá∆o CMN;dez/07;Resoluá∆o 3.517/07;Disp‰e sobre a informaá∆o e a divulgaá∆o do custo efetivo total correspondente a todos os encargos e despesas de operaá‰es de crÇdito e de arrendamento mercantil financeiro, contratadas ou ofertadas a pessoas f°sicas.;Contabilidade;REVOGADA;REVOGADA;REVOGADA;REVOGADA;REVOGADA;;;;;;;
;Resoluá∆o CMN;jan/08;Resoluá∆o 3.533/08;Estabelece procedimentos para classificaá∆o, registro cont†bil e divulgaá∆o de operaá‰es de venda ou de transferància de ativos financeiros.;Contabilidade;N∆o;N∆o;Sim;;Sim;"Registro cont†bil- Venda ou transferància de ativos financeiros.

PNA: Norma importante no contexto das operaá‰es de venda ou transferància de direitos credit¢rios pelas SCDs. Estabelece critÇrios para definir quando ocorre uma ?retená∆o substancial de risco? na venda ou transferància de direitos credit¢rios para ve°culos de securitizaá∆o (tais como empresas de securitizaá∆o e fundos de investimento), podendo resultar na consolidaá∆o destes £ltimos nas respectivas SCDs.     ";;;;;;
;Resoluá∆o CMN;jan/08;Resoluá∆o 3.534/08;Define termos relacionados aos instrumentos financeiros, para fins de registro cont†bil.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar Cosif.;;;;;;
;Resoluá∆o CMN;mai/08;Resoluá∆o 3.565/08;Estabelece procedimentos relativos ao registro cont†bil de reavaliaá∆o de im¢veis de uso pr¢prio por parte de instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar Cosif.;;;;;;
;Resoluá∆o CMN;mai/08;Resoluá∆o 3.566/08;Disp‰e sobre procedimentos aplic†veis no reconhecimento, mensuraá∆o e divulgaá∆o de perdas em relaá∆o ao valor recuper†vel de ativos.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar Cosif.;;;;;;
;Circular BCB;jul/08;Circular 3.398/08;Estabelece procedimentos para a remessa de informaá‰es relativas Ö apuraá∆o dos limites e padr‰es m°nimos regulamentares que especifica.;Contabilidade;N∆o;N∆o;N∆o*;;N∆o;"Apuraá∆o dos limites e padr‰es m°nimos regulamentares.

PNA: Aplic†vel apenas para as SCDs classificadas como S3 ou S4, o que inicialmente deve ser pouco prov†vel.    ";;;;;;
;Decreto-Lei;jul/08;Decreto-Lei 6.523/08;Regulamenta a Lei no 8.078/90, para fixar normas gerais sobre o Serviáo de Atendimento ao Consumidor - SAC.;Ouvidoria/RDR;Sim;Sim;Sim;Sim;Sim;"PNA - Para SCDs: Aplic†vel para as SCDs que atendam clientes em uma relaá∆o de consumo.

Aplic†vel no momento em que prestarmos serviáos a consumidores, e n∆o apenas lojistas - a exemplo de contas de pagamento para pessoas f°sicas. A Lei do SAC aplica-se ao serviáo de atendimento telefìnico instituiá‰es regulados que resolvam as demandas dos consumidores sobre informaá∆o, d£vida, reclamaá∆o, suspens∆o ou cancelamento de contratos e de serviáos. ";;;;;;
;Resoluá∆o CMN;ago/07;Resoluá∆o 3.488/07;Estabelece limite para o total de exposiá∆o em ouro, em moeda estrangeira e em operaá‰es sujeitas Ö variaá∆o cambial.;Classificaá∆o e Limites;N∆o;N∆o;Sim;N∆o;Sim;"Limite para o total de exposiá∆o em ouro.

PNA: Tais limites n∆o s∆o aplic†veis Ös SCDs classificadas no segmento S5, uma vez que, para tanto, elas n∆o podem ter exposiá∆o em ouro e moeda estrangeira. A regra, porÇm, Ç aplic†vel Ös SCDs classificadas em outros segmentos.   ";;;;;;
;Resoluá∆o CMN;ago/08;Resoluá∆o 3.605/08;Estabelece procedimentos relativos ao registro cont†bil das reservas de capital e reservas de lucros, bem como de lucros ou preju°zos acumulados, por parte de instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar COSIF.;;;;;;
;Resoluá∆o CMN;set/08;Resoluá∆o 3.568/08;Disp‰e sobre o mercado de cÉmbio e d† outras providàncias.;CÉmbio;N∆o;N∆o;N∆o;N∆o;N∆o;;;;;;;
;Resoluá∆o CMN;set/08;Resoluá∆o 3.619/08;Disp‰e sobre critÇrios aplic†veis na avaliaá∆o de investimentos em coligadas e controladas.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar COSIF.;;;;;;
;Resoluá∆o CMN;set/08;Resoluá∆o 3.620/08;Estabelece critÇrios relativos ao registro cont†bil de operaá‰es de incorporaá∆o, fus∆o e cis∆o de empresas realizadas entre partes independentes e vinculadas Ö efetiva transferància de controle em que sejam parte instituiá‰es financeiras ou demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar COSIF.;;;;;;
;Circular BCB;mar/09;Circular 3.438/09;Regulamenta a conta de Reservas Banc†rias e a Conta de Liquidaá∆o no Banco Central do Brasil.;STR - Conta de Liquidaá∆o;Sim;Sim;N∆o*;N∆o ;Sim;"Alpic†vel apenas Ös IPs e SCDS que abrirem conta de liquidaá∆o e participarem do STR. (PNA)

Aplica-se por foráa de outra norma Ö IP titular de conta de liquidaá∆o (art. 2¯, inciso II, citado na Circular 3682, art. 5¯; art. 7¯ citado na Carta-Circular 3693, preÉmbulo) ";;;;;;
;Resoluá∆o CMN;mar/09;Resoluá∆o 3.695/09;Disp‰e acerca de procedimentos relativos Ö movimentaá∆o e Ö manutená∆o de contas de dep¢sitos.;Conta de Pagamento ;N∆o;Sim;N∆o*;N∆o ;Sim;"Para SCD: Aplic†vel apenas para SCDs que operem com moeda eltrìnica.

N∆o h† mená∆o expressa Ös IPs, mas trata da vedaá∆o, conforme art. 3ß, da realizaá∆o de dÇbitos em contas de dep¢sitos e em contas de pagamento sem prÇvia autorizaá∆o do cliente pelas IFs. Importante.";;;;;;
;Resoluá∆o CMN;mar/09;Resoluá∆o 3.694/09;Disp‰e sobre a prevená∆o de riscos na contrataá∆o de operaá‰es e na prestaá∆o de serviáos por parte de instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil. ;Compliance;Sim;Sim;Sim;;Sim;"Gerenciamento de Riscos - Aplica-se Ös IPs por foráa de outra norma (citada na Circular 3681, art. 18, inciso I). Foi alterada pela Resoluá∆o 4.283/13.

PNA: Estabelece princ°pios gerais de relacionamento com clientes e usu†rios, tais como adequaá∆o de produtos e serviáos, transparàncias na comunicaá∆o e integralidade, confiabilidade, seguranáa e sigilo das informaá‰es.  ";;;;;;
;Resoluá∆o CMN;jun/09;Resoluá∆o 3.750/09;Estabelece critÇrios e condiá‰es para a divulgaá∆o, em notas explicativas, de informaá‰es sobre partes relacionadas por instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil.;Contabilidade;REVOGADA;REVOGADA;REVOGADA;REVOGADA;REVOGADA;PNA: Verificar COSIF.;;;;;;
;Circular BCB;jul/09;Circular 3.461/09;Consolida as regras sobre os procedimentos a serem adotados na prevená∆o e combate Ös atividades relacionadas com os crimes previstos na Lei nß 9.613/98.;PLD/CFT;Sim;Sim;Sim;Sim;Sim;Prevená∆o Ö Lavagem de Dinheiro (PLD). Aplica-se Ös IPs por foráa de outra norma (citada na Circular 3680, arts. 6¯ e 6¯-B-II);;;;;;
;Resoluá∆o CMN;set/09;Resoluá∆o 3.786/09;Disp‰e sobre a elaboraá∆o e a divulgaá∆o de demonstraá‰es cont†beis consolidadas com base no padr∆o cont†bil internacional emitido pelo International Accounting Standards Board (IASB).;Contabilidade;REVOGADA;REVOGADA;REVOGADA;REVOGADA;REVOGADA;PNA: Verificar Cosif.;;;;;;
;Resoluá∆o CMN;out/09;Resoluá∆o 3.823/09;Disp‰e sobre procedimentos aplic†veis no reconhecimento, mensuraá∆o e divulgaá∆o de provis‰es, contingàncias passivas e contingàncias ativas.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar Cosif.;;;;;;
;Circular BCB;nov/09;Circular 3.467/09;Estabelece critÇrios para elaboraá∆o dos relat¢rios de avaliaá∆o da qualidade e adequaá∆o do sistema de controles internos e de descumprimento de dispositivos legais e regulamentares e d† outras providàncias. ;Contabilidade;N∆o;N∆o;Sim;;Sim;N∆o h† mená∆o expressa para as IPs, contudo, ao ser questionada, MK entende aplic†vel no tocante a administrador respons†vel pela †rea cont†bil;;;;;;
;Carta Circular BCB;fev/10;Carta Circular 3.430/10;Esclarece aspectos relacionados Ö prevená∆o e combate Ös atividades relacionadas com os crimes previstos na Lei nß 9.613/98, tratados na Circular nß 3.461/09.;PLD/CFT;Sim;Sim;Sim;Sim;Sim;Prevená∆o Ö Lavagem de Dinheiro (PLD) ;;;;;;
;Circular BCB;mar/10;Circular 3.489/10;Regulamenta o aplicativo para acesso ao Sistema de Transferància de Reservas (STR) por meio da rede mundial de computadores (internet).;STR - Conta de Liquidaá∆o;Sim;Sim;N∆o*;N∆o;Sim;Alpic†vel apenas Ös IPs e SCDS que abrirem conta de liquidaá∆o e participarem do STR. (PNA);;;;;;
;Resoluá∆o CMN;abr/10;Resoluá∆o 3.853/10;"Disp‰e sobre a elaboraá∆o e divulgaá∆o de demonstraá‰es cont†beis consolidadas intermedi†rias com base no padr∆o cont†bil internacional emitido pelo ""International Accounting Standards Board"" (IASB), e d† outras providàncias.";Contabilidade;REVOGADA;REVOGADA;REVOGADA;REVOGADA;REVOGADA;"PNA: Verificar Cosif.

Disp‰e sobre a elaboraá∆o e divulgaá∆o de demonstraá‰es cont†beis consolidadas intermedi†rias com base no padr∆o cont†bil internacional emitido pelo ""International Accounting Standards Board"" (IASB), e d† outras providàncias.";;;;;;
;Circular BCB;jul/10;Circular 3.503/10;Disp‰e sobre procedimentos complementares relativos ao funcionamento de componente organizacional de ouvidoria nas instituiá‰es financeiras, nas demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil e nas administradoras de cons¢rcio.;RC;N∆o;N∆o;Sim;;Sim;;;;;;;
;Circular BCB;ago/10;Circular 3.504/10;Disp‰e sobre a designaá∆o de diretor respons†vel pelo fornecimento de informaá‰es por instituiá‰es financeiras e pelas demais autorizadas a funcionar pelo Banco Central do Brasil e d† outras providàncias.;Administraá∆o;Sim;Sim;Sim;;Sim;Unicad. N∆o se aplica Ös administradoras de cons¢rcio de forma expresa.ê omissa quanto Ös IPs, apesar da MK entender que se aplica. BCB solicitou.;;;;;;
;Circular BCB;out/10;Circular 3.510/10;Altera os procedimentos para a substituiá∆o de documentos cont†beis remetidos ao Banco Central do Brasil.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar Cosif.;;;;;;
;Resoluá∆o CMN;nov/10;Resoluá∆o 3.919/10;Altera e consolida as normas sobre cobranáa de tarifas pela prestaá∆o de serviáos por parte das instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil e d† outras providàncias. ;Precificaá∆o de Serviáos;Sim;Sim;Sim;;Sim;"Aplica-se Ös IPs por foráa de outra norma (citada na Circular 3681, art. 18, inciso I)
SCD - atená∆o p/ tarifas de abertura de cadastro.

PNA: A regra Ç bem restritiva no que tange Ö cobranáa de tarifas para pessoas f°sicas. ê aplic†vel para as SCDs, de forma que estas somente podem cobrar as tarifas previstas na regra em quest∆o, o que, para operaá‰es de crÇdito, significa apenas a Tarifa de Abertura de Cadastro. ";;;;;;
;Resoluá∆o CMN;fev/11;Resoluá∆o 3.954/11;Altera e consolida as normas que disp‰em sobre a contrataá∆o de correspondentes no Pa°s.;Correspondentes;Sim;Sim;Sim;;Sim;;;;;;;
;Resoluá∆o CMN;mai/11;Resoluá∆o 3.973/11;Disp‰e sobre procedimentos aplic†veis Ö contabilizaá∆o e divulgaá∆o de eventos subsequentes ao per°odo a que se referem as demonstraá‰es cont†beis.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar Cosif.;;;;;;
;Resoluá∆o CMN;jun/11;Resoluá∆o 3.989/11;Estabelece critÇrios e condiá‰es para mensuraá∆o, reconhecimento e divulgaá∆o de transaá‰es com pagamento baseado em aá‰es realizadas por instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil.;Contabilidade;N∆o;N∆o;Sim;;Sim;;;;;;;
;Circular BCB;jul/01;Resoluá∆o 3.997/11;Altera a Resoluá∆o nß 3.568, de 29 de maio de 2008, que disp‰e sobre o mercado de cÉmbio e d† outras providàncias.;CÉmbio;N∆o;N∆o;N∆o;N∆o;N∆o;;;;;;;
;Resoluá∆o CMN;jul/11;Resoluá∆o 3.998/11;Disp‰e sobre o registro de operaá‰es de cess∆o de crÇditos e de arrendamento mercantil em sistemas de registro e liquidaá∆o financeira de ativos autorizados pelo Banco Central do Brasil.;Cess∆o de CrÇdito;N∆o;N∆o;Sim;N∆o;Sim;"Registro de operaá‰es de cess∆o de crÇditos.

PNA: Estabelece o registro de cess‰es de crÇdito por instituiá‰es financeiras na CÉmara de Cess‰es de CrÇdito (C3). Assunto j† amplamente discutido com o BCB, em raz∆o dos custos associados ao referido registro.";;;;;;
;Resoluá∆o CMN;set/11;Resoluá∆o 4.019/11;Disp‰e sobre medidas prudenciais preventivas destinadas a assegurar a solidez, a estabilidade e o regular funcionamento do Sistema Financeiro Nacional.;SFN;N∆o;N∆o;Sim;N∆o ;Sim;"Medidas prudenciais preventivas:
PNA: Permite ao BCB, em caso de situaá‰es que possam comprometer o funcionamento do SFN ou da instituiá∆o financeira, impor a adoá∆o de controles operacionais adicionais, recompor n°veis de liquidez, limitar ou suspender operaá‰es, entre outras.   ";;;;;;
;Circular BCB;ago/11;Circular 3.553/11;Disp‰e sobre as condiá‰es para registro de operaá‰es de cess∆o de crÇditos em sistemas de registro e de liquidaá∆o financeira de ativos autorizados pelo Banco Central do Brasil.;Cess∆o de CrÇdito;N∆o;N∆o;Sim;N∆o ;Sim;"Condiá‰es para registro de operaá‰es de cess∆o de crÇditos.

PNA: Regulamenta a Resoluá∆o 3.998/11 mencionada anteriormente.   ";;;;;;
;Resoluá∆o CMN;ago/11;Resoluá∆o 4.007/11;Disp‰e sobre registro cont†bil e evidenciaá∆o de pol°ticas cont†beis, mudanáa de estimativa e retificaá‰es de erros.;Contabilidade;N∆o;N∆o;Sim;;Sim;PNA: Verificar Cosif.;;;;;;
;Circular BCB;nov/12;Circular 3.616/12;Disp‰e sobre as condiá‰es de registro, em sistema de registro e de liquidaá∆o financeira de ativos, das informaá‰es a respeito das garantias constitu°das sobre ve°culos automotores em operaá‰es de crÇdito, bem como das informaá‰es sobre a propriedade de ve°culos automotores objeto de operaá‰es de arrendamento mercantil.;Registros e Garantias;N∆o;N∆o;Sim;;Sim;;;;;;;
;Circular BCB;out/12;Circular 3.611/12;Estabelece procedimentos relacionados com a instruá∆o de processos de eleiá∆o ou nomeaá∆o para exerc°cio de cargos em ¢rg∆os estatut†rios ou contratuais das instituiá‰es financeiras e das demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil e altera disposiá‰es da Circular nß 3.502, de 26 de julho de 2010.;Administraá∆o;N∆o;N∆o;Sim;;Sim;Procedimentos de processos de eleiá∆o ou nomeaá∆o para exec°cio de cargos em ¢rg∆os estatu†riou ou contratuais das instituiá‰es.;;;;;;
;Carta Circular BCB;mar/12;Carta Circular 3.542/12;Divulga relaá∆o de operaá‰es e situaá‰es que podem configurar ind°cios de ocorrància dos crimes previstos na Lei nß 9.613/98, pass°veis de comunicaá∆o ao Conselho de Controle de Atividades Financeiras (Coaf).;PLD/CFT;Sim;Sim;Sim;Sim;Sim;Prevená∆o Ö Lavagem de Dinheiro (PLD) -;;;;;;
;Circular BCB;mar/12;Circular 3.585/12;Disp‰e sobre procedimentos para elaboraá∆o e remessa de demonstraá‰es cont†beis das instituiá‰es que tenham dependància ou participaá∆o societ†ria no exterior.;Contabilidade;N∆o;N∆o;Sim;;Sim;"PNA; Verificar Cosif.";;;;;;
;Circular BCB;mar/12;Circular 3.587/12;Aprova o novo Regulamento do Sistema Especial de Liquidaá∆o e de Cust¢dia (Selic).;Selic;N∆o;N∆o;Sim;N∆o;Sim;"Novo Regulamento Selic.

PNA: A regulamentaá∆o aparentemente permite e autoriza que as SCDs sejam participantes do SELIC.    ";;;;;;
